"","Zip","City","State","Latitude","Longitude","Timezone","Daylight.savings.time.flag","geopoint"
"15315",62906,"Anna","IL",37.457806,-89.21408,-6,1,"37.457806,-89.21408"
"15316",42035,"Cunningham","KY",36.911107,-88.84412,-6,1,"36.911107,-88.84412"
"15317",64088,"Sibley","MO",39.15207,-94.18355,-6,1,"39.15207,-94.18355"
"15318",22081,"Merrifield","VA",38.873861,-77.234454,-5,1,"38.873861,-77.234454"
"15319",70589,"Washington","LA",30.653805,-92.05479,-6,1,"30.653805,-92.05479"
"15320",23304,"Battery Park","VA",36.99497,-76.56901,-5,1,"36.99497,-76.56901"
"15321",70762,"Oscar","LA",30.609979,-91.46181,-6,1,"30.609979,-91.46181"
"15322",4572,"Waldoboro","ME",44.10637,-69.37177,-5,1,"44.10637,-69.37177"
"15323",65653,"Forsyth","MO",36.706492,-93.11171,-6,1,"36.706492,-93.11171"
"15324",15357,"Rices Landing","PA",39.942802,-79.99612,-5,1,"39.942802,-79.99612"
"15325",84331,"Portage","UT",41.909031,-112.32322,-7,1,"41.909031,-112.32322"
"15326",88133,"Saint Vrain","NM",34.475607,-103.46686,-7,1,"34.475607,-103.46686"
"15327",74721,"Albany","OK",33.888549,-96.17244,-6,1,"33.888549,-96.17244"
"15328",81253,"Wetmore","CO",38.186991,-105.07615,-7,1,"38.186991,-105.07615"
"15329",83349,"Richfield","ID",43.078896,-114.18795,-7,1,"43.078896,-114.18795"
"15330",14453,"Fishers","NY",43.010908,-77.47054,-5,1,"43.010908,-77.47054"
"15331",14709,"Angelica","NY",42.339925,-77.99413,-5,1,"42.339925,-77.99413"
"15332",16050,"Petrolia","PA",41.028275,-79.75423,-5,1,"41.028275,-79.75423"
"15333",16223,"Distant","PA",40.954782,-79.37922,-5,1,"40.954782,-79.37922"
"15334",16422,"Harmonsburg","PA",41.661068,-80.31618,-5,1,"41.661068,-80.31618"
"15335",17303,"Arendtsville","PA",39.923644,-77.300085,-5,1,"39.923644,-77.300085"
"15336",30240,"Lagrange","GA",33.029838,-85.0745,-5,1,"33.029838,-85.0745"
"15337",31783,"Rebecca","GA",31.767986,-83.47325,-5,1,"31.767986,-83.47325"
"15338",33664,"Tampa","FL",27.871964,-82.438841,-5,1,"27.871964,-82.438841"
"15339",23529,"Norfolk","VA",36.931166,-76.23972,-5,1,"36.931166,-76.23972"
"15340",24562,"Howardsville","VA",37.715293,-78.64175,-5,1,"37.715293,-78.64175"
"15341",25079,"Falling Rock","WV",38.495072,-81.398422,-5,1,"38.495072,-81.398422"
"15342",26041,"Moundsville","WV",39.912923,-80.73701,-5,1,"39.912923,-80.73701"
"15343",26250,"Belington","WV",39.032644,-79.95295,-5,1,"39.032644,-79.95295"
"15344",20117,"Middleburg","VA",38.983902,-77.74903,-5,1,"38.983902,-77.74903"
"15345",20155,"Gainesville","VA",38.803732,-77.62404,-5,1,"38.803732,-77.62404"
"15346",21814,"Bivalve","MD",38.302152,-75.88812,-5,1,"38.302152,-75.88812"
"15347",28902,"Brasstown","NC",35.02851,-83.94882,-5,1,"35.02851,-83.94882"
"15348",29117,"Orangeburg","SC",33.442019,-80.797486,-5,1,"33.442019,-80.797486"
"15349",29847,"Trenton","SC",33.695638,-81.85192,-5,1,"33.695638,-81.85192"
"15350",12956,"Mineville","NY",44.088275,-73.51745,-5,1,"44.088275,-73.51745"
"15351",13204,"Syracuse","NY",43.048966,-76.17536,-5,1,"43.048966,-76.17536"
"15352",28051,"Gastonia","NC",35.284018,-81.189693,-5,1,"35.284018,-81.189693"
"15353",53290,"Milwaukee","WI",43.037263,-87.914034,-6,1,"43.037263,-87.914034"
"15354",53402,"Racine","WI",42.767286,-87.79747,-6,1,"42.767286,-87.79747"
"15355",54912,"Appleton","WI",44.416326,-88.464873,-6,1,"44.416326,-88.464873"
"15356",36508,"Dauphin Island","AL",30.253557,-88.101463,-6,1,"30.253557,-88.101463"
"15357",36644,"Mobile","AL",30.658865,-88.177975,-6,1,"30.658865,-88.177975"
"15358",37381,"Spring City","TN",35.68801,-84.82777,-5,1,"35.68801,-84.82777"
"15359",38271,"Woodland Mills","TN",36.458295,-89.233227,-6,1,"36.458295,-89.233227"
"15360",38453,"Dellrose","TN",35.128317,-86.81188,-6,1,"35.128317,-86.81188"
"15361",15611,"Adamsburg","PA",40.3044,-79.65604,-5,1,"40.3044,-79.65604"
"15362",7857,"Netcong","NJ",40.897398,-74.70301,-5,1,"40.897398,-74.70301"
"15363",8347,"Norma","NJ",39.499765,-75.082022,-5,1,"39.499765,-75.082022"
"15364",10125,"New York","NY",40.780751,-73.977182,-5,1,"40.780751,-73.977182"
"15365",10968,"Piermont","NY",41.040623,-73.91878,-5,1,"41.040623,-73.91878"
"15366",11207,"Brooklyn","NY",40.670874,-73.89424,-5,1,"40.670874,-73.89424"
"15367",12754,"Liberty","NY",41.798476,-74.7361,-5,1,"41.798476,-74.7361"
"15368",13833,"Port Crane","NY",42.185196,-75.7763,-5,1,"42.185196,-75.7763"
"15369",14461,"Gorham","NY",42.808127,-77.287611,-5,1,"42.808127,-77.287611"
"15370",25545,"Ona","WV",38.44068,-82.22311,-5,1,"38.44068,-82.22311"
"15371",74936,"Gans","OK",35.392525,-94.70368,-6,1,"35.392525,-94.70368"
"15372",75068,"Little Elm","TX",33.173008,-96.95485,-6,1,"33.173008,-96.95485"
"15373",77399,"Livingston","TX",30.817866,-94.869052,-6,1,"30.817866,-94.869052"
"15374",85807,"New River","AZ",33.876452,-112.088337,-7,0,"33.876452,-112.088337"
"15375",65810,"Springfield","MO",37.120301,-93.31461,-6,1,"37.120301,-93.31461"
"15376",67504,"Hutchinson","KS",37.953219,-98.085924,-6,1,"37.953219,-98.085924"
"15377",68516,"Lincoln","NE",40.749224,-96.64566,-6,1,"40.749224,-96.64566"
"15378",87729,"Miami","NM",36.358816,-104.82618,-7,1,"36.358816,-104.82618"
"15379",79911,"El Paso","TX",31.694842,-106.299987,-7,1,"31.694842,-106.299987"
"15380",70353,"Dulac","LA",29.384672,-90.69689,-6,1,"29.384672,-90.69689"
"15381",71052,"Mansfield","LA",32.031067,-93.68585,-6,1,"32.031067,-93.68585"
"15382",71477,"Tioga","LA",31.399855,-92.604193,-6,1,"31.399855,-92.604193"
"15383",10541,"Mahopac","NY",41.372419,-73.75367,-5,1,"41.372419,-73.75367"
"15384",10592,"Tarrytown","NY",41.119008,-73.732996,-5,1,"41.119008,-73.732996"
"15385",685,"San Sebastian","PR",18.332595,-66.98104,-4,0,"18.332595,-66.98104"
"15386",1823,"Haverhill","MA",42.800429,-71.11087,-5,1,"42.800429,-71.11087"
"15387",65605,"Aurora","MO",36.918018,-93.71063,-6,1,"36.918018,-93.71063"
"15388",66635,"St. George","KS",39.199103,-96.43889,-6,1,"39.199103,-96.43889"
"15389",58856,"Zahl","ND",48.567291,-103.71711,-6,1,"48.567291,-103.71711"
"15390",53526,"Cobb","WI",42.970855,-90.33452,-6,1,"42.970855,-90.33452"
"15391",36631,"Mobile","AL",30.658865,-88.177975,-6,1,"30.658865,-88.177975"
"15392",37338,"Graysville","TN",35.443503,-85.18397,-6,1,"35.443503,-85.18397"
"15393",14724,"Clymer","NY",42.066681,-79.66612,-5,1,"42.066681,-79.66612"
"15394",22960,"Orange","VA",38.231526,-78.07923,-5,1,"38.231526,-78.07923"
"15395",23843,"Dolphin","VA",36.848712,-77.80682,-5,1,"36.848712,-77.80682"
"15396",42287,"Welchs Creek","KY",37.311676,-86.52913,-6,1,"37.311676,-86.52913"
"15397",43337,"Morral","OH",40.687548,-83.22944,-5,1,"40.687548,-83.22944"
"15398",98059,"Renton","WA",47.493031,-122.14169,-8,1,"47.493031,-122.14169"
"15399",54541,"Laona","WI",45.55375,-88.6624,-6,1,"45.55375,-88.6624"
"15400",54818,"Brill","WI",45.423409,-91.848206,-6,1,"45.423409,-91.848206"
"15401",54940,"Fremont","WI",44.237843,-88.84998,-6,1,"44.237843,-88.84998"
"15402",57042,"Madison","SD",43.995586,-97.134,-6,1,"43.995586,-97.134"
"15403",61644,"Peoria","IL",40.765301,-89.569207,-6,1,"40.765301,-89.569207"
"15404",63824,"Blodgett","MO",37.00384,-89.52535,-6,1,"37.00384,-89.52535"
"15405",49068,"Marshall","MI",42.277837,-84.94869,-5,1,"42.277837,-84.94869"
"15406",46241,"Indianapolis","IN",39.736844,-86.25214,-5,0,"39.736844,-86.25214"
"15407",49617,"Beulah","MI",44.643593,-86.04382,-5,1,"44.643593,-86.04382"
"15408",41144,"Greenup","KY",38.552472,-82.86514,-5,1,"38.552472,-82.86514"
"15409",34434,"Dunnellon","FL",28.99409,-82.45364,-5,1,"28.99409,-82.45364"
"15410",34610,"Brooksville","FL",28.397791,-82.53084,-5,1,"28.397791,-82.53084"
"15411",35447,"Carrollton","AL",33.254197,-88.16866,-6,1,"33.254197,-88.16866"
"15412",39669,"Woodville","MS",31.120979,-91.35511,-6,1,"31.120979,-91.35511"
"15413",87583,"Villanueva","NM",35.276415,-105.33759,-7,1,"35.276415,-105.33759"
"15414",88021,"Anthony","NM",32.013822,-106.5443,-7,1,"32.013822,-106.5443"
"15415",93426,"Bradley","CA",35.834919,-120.98093,-8,1,"35.834919,-120.98093"
"15416",94022,"Los Altos","CA",37.37714,-122.12412,-8,1,"37.37714,-122.12412"
"15417",94308,"Palo Alto","CA",37.381144,-122.334825,-8,1,"37.381144,-122.334825"
"15418",91718,"Corona","CA",33.752886,-116.055617,-8,1,"33.752886,-116.055617"
"15419",92339,"Forest Falls","CA",34.087114,-116.923,-8,1,"34.087114,-116.923"
"15420",92811,"Atwood","CA",33.640302,-117.769442,-8,1,"33.640302,-117.769442"
"15421",4751,"Limestone","ME",46.892918,-67.9643,-5,1,"46.892918,-67.9643"
"15422",6888,"Westport","CT",41.308873,-73.363661,-5,1,"41.308873,-73.363661"
"15423",7746,"Marlboro","NJ",40.316876,-74.26112,-5,1,"40.316876,-74.26112"
"15424",31547,"Kings Bay","GA",30.804684,-81.627717,-5,1,"30.804684,-81.627717"
"15425",31746,"Edison","GA",31.563327,-84.75869,-5,1,"31.563327,-84.75869"
"15426",48656,"Saint Helen","MI",44.360384,-84.43815,-5,1,"44.360384,-84.43815"
"15427",49281,"Somerset","MI",42.050744,-84.37762,-5,1,"42.050744,-84.37762"
"15428",49338,"Paris","MI",43.764906,-85.57223,-5,1,"43.764906,-85.57223"
"15429",28653,"Montezuma","NC",36.065053,-81.901715,-5,1,"36.065053,-81.901715"
"15430",30083,"Stone Mountain","GA",33.795622,-84.19771,-5,1,"33.795622,-84.19771"
"15431",32055,"Lake City","FL",30.216073,-82.6396,-5,1,"30.216073,-82.6396"
"15432",20572,"Washington","DC",38.893311,-77.014647,-5,1,"38.893311,-77.014647"
"15433",25870,"Maben","WV",37.67337,-81.42001,-5,1,"37.67337,-81.42001"
"15434",26278,"Mabie","WV",38.861656,-80.00402,-5,1,"38.861656,-80.00402"
"15435",33247,"Miami","FL",25.558428,-80.458168,-5,1,"25.558428,-80.458168"
"15436",26502,"Morgantown","WV",39.625302,-79.967184,-5,1,"39.625302,-79.967184"
"15437",40225,"Louisville","KY",38.188962,-85.676819,-5,1,"38.188962,-85.676819"
"15438",49915,"Caspian","MI",46.063428,-88.62738,-6,1,"46.063428,-88.62738"
"15439",52497,"Cedar Rapids","IA",42.079415,-91.599215,-6,1,"42.079415,-91.599215"
"15440",53586,"Shullsburg","WI",42.5744,-90.23935,-6,1,"42.5744,-90.23935"
"15441",56755,"Saint Vincent","MN",48.954448,-97.13949,-6,1,"48.954448,-97.13949"
"15442",58776,"Ross","ND",48.24767,-102.62331,-6,1,"48.24767,-102.62331"
"15443",60479,"Verona","IL",41.231718,-88.52659,-6,1,"41.231718,-88.52659"
"15444",46203,"Indianapolis","IN",39.742593,-86.11766,-5,0,"39.742593,-86.11766"
"15445",47043,"Vevay","IN",38.788449,-85.06618,-5,0,"38.788449,-85.06618"
"15446",67005,"Arkansas City","KS",37.067387,-97.02831,-6,1,"37.067387,-97.02831"
"15447",68059,"Springfield","NE",41.074548,-96.15635,-6,1,"41.074548,-96.15635"
"15448",63139,"Saint Louis","MO",38.610901,-90.29174,-6,1,"38.610901,-90.29174"
"15449",64658,"Marceline","MO",39.668998,-92.92916,-6,1,"39.668998,-92.92916"
"15450",48844,"Howell","MI",42.603479,-83.911173,-5,1,"42.603479,-83.911173"
"15451",49252,"Litchfield","MI",42.034427,-84.77046,-5,1,"42.034427,-84.77046"
"15452",54448,"Marathon","WI",44.935076,-89.83699,-6,1,"44.935076,-89.83699"
"15453",61936,"La Place","IL",39.800512,-88.71835,-6,1,"39.800512,-88.71835"
"15454",75067,"Lewisville","TX",33.020118,-97.00771,-6,1,"33.020118,-97.00771"
"15455",75501,"Texarkana","TX",33.414708,-94.08984,-6,1,"33.414708,-94.08984"
"15456",98199,"Seattle","WA",47.64767,-122.39758,-8,1,"47.64767,-122.39758"
"15457",6508,"New Haven","CT",41.365709,-72.927507,-5,1,"41.365709,-72.927507"
"15458",35207,"Birmingham","AL",33.560652,-86.81897,-6,1,"33.560652,-86.81897"
"15459",97624,"Chiloquin","OR",42.606472,-121.81297,-8,1,"42.606472,-121.81297"
"15460",98349,"Lakebay","WA",47.268551,-122.76897,-8,1,"47.268551,-122.76897"
"15461",98685,"Vancouver","WA",45.709555,-122.68473,-8,1,"45.709555,-122.68473"
"15462",99129,"Fruitland","WA",48.003202,-118.21339,-8,1,"48.003202,-118.21339"
"15463",99612,"King Cove","AK",55.063736,-162.3124,-9,1,"55.063736,-162.3124"
"15464",56303,"Saint Cloud","MN",45.568516,-94.19251,-6,1,"45.568516,-94.19251"
"15465",56341,"Holmes City","MN",45.830998,-95.541618,-6,1,"45.830998,-95.541618"
"15466",57747,"Hot Springs","SD",43.401616,-103.5051,-7,1,"43.401616,-103.5051"
"15467",60065,"Northbrook","IL",41.811929,-87.68732,-6,1,"41.811929,-87.68732"
"15468",93654,"Reedley","CA",36.608675,-119.43761,-8,1,"36.608675,-119.43761"
"15469",94011,"Burlingame","CA",37.381144,-122.334825,-8,1,"37.381144,-122.334825"
"15470",94169,"San Francisco","CA",37.784827,-122.727802,-8,1,"37.784827,-122.727802"
"15471",68058,"South Bend","NE",41.003188,-96.24529,-6,1,"41.003188,-96.24529"
"15472",61412,"Alexis","IL",41.067549,-90.57994,-6,1,"41.067549,-90.57994"
"15473",49525,"Grand Rapids","MI",43.022199,-85.61168,-5,1,"43.022199,-85.61168"
"15474",49883,"Seney","MI",46.460628,-85.98878,-5,1,"46.460628,-85.98878"
"15475",50234,"Rhodes","IA",41.89347,-93.1813,-6,1,"41.89347,-93.1813"
"15476",51051,"Rodney","IA",42.20486,-95.95294,-6,1,"42.20486,-95.95294"
"15477",53490,"Racine","WI",42.727153,-87.675979,-6,1,"42.727153,-87.675979"
"15478",55563,"Monticello","MN",44.805487,-93.766524,-6,1,"44.805487,-93.766524"
"15479",58233,"Forest River","ND",48.228707,-97.52498,-6,1,"48.228707,-97.52498"
"15480",62689,"Thayer","IL",39.539071,-89.761,-6,1,"39.539071,-89.761"
"15481",64165,"Kansas City","MO",39.317974,-94.57545,-6,1,"39.317974,-94.57545"
"15482",74115,"Tulsa","OK",36.180144,-95.91129,-6,1,"36.180144,-95.91129"
"15483",74818,"Seminole","OK",35.162228,-96.609139,-6,1,"35.162228,-96.609139"
"15484",70380,"Morgan City","LA",29.694806,-91.18252,-6,1,"29.694806,-91.18252"
"15485",71301,"Alexandria","LA",31.294532,-92.46015,-6,1,"31.294532,-92.46015"
"15486",98614,"Chinook","WA",46.282397,-123.93844,-8,1,"46.282397,-123.93844"
"15487",78683,"Round Rock","TX",30.656817,-97.602552,-6,1,"30.656817,-97.602552"
"15488",79369,"Spade","TX",33.91843,-102.15822,-6,1,"33.91843,-102.15822"
"15489",79698,"Abilene","TX",32.475074,-99.73484,-6,1,"32.475074,-99.73484"
"15490",91617,"Valley Village","CA",33.786594,-118.298662,-8,1,"33.786594,-118.298662"
"15491",57625,"Eagle Butte","SD",44.926725,-101.18538,-7,1,"44.926725,-101.18538"
"15492",59274,"Vida","MT",47.859083,-105.35001,-7,1,"47.859083,-105.35001"
"15493",60172,"Roselle","IL",41.980761,-88.08704,-6,1,"41.980761,-88.08704"
"15494",72639,"Harriet","AR",36.021569,-92.48605,-6,1,"36.021569,-92.48605"
"15495",73548,"Hastings","OK",34.239192,-98.11312,-6,1,"34.239192,-98.11312"
"15496",74159,"Tulsa","OK",36.077221,-96.083477,-6,1,"36.077221,-96.083477"
"15497",76077,"Rainbow","TX",32.28122,-97.70927,-6,1,"32.28122,-97.70927"
"15498",76192,"Fort Worth","TX",32.771419,-97.291484,-6,1,"32.771419,-97.291484"
"15499",50034,"Blairsburg","IA",42.490439,-93.64187,-6,1,"42.490439,-93.64187"
"15500",50501,"Fort Dodge","IA",42.499242,-94.18256,-6,1,"42.499242,-94.18256"
"15501",51466,"Wall Lake","IA",42.256867,-95.09307,-6,1,"42.256867,-95.09307"
"15502",51555,"Missouri Valley","IA",41.557887,-95.90651,-6,1,"41.557887,-95.90651"
"15503",63362,"Moscow Mills","MO",38.952724,-90.89199,-6,1,"38.952724,-90.89199"
"15504",63622,"Belgrade","MO",37.790928,-90.89305,-6,1,"37.790928,-90.89305"
"15505",65107,"Jefferson City","MO",38.530921,-92.249342,-6,1,"38.530921,-92.249342"
"15506",66524,"Overbrook","KS",38.775185,-95.52869,-6,1,"38.775185,-95.52869"
"15507",67550,"Larned","KS",38.179418,-99.12757,-6,1,"38.179418,-99.12757"
"15508",67831,"Ashland","KS",37.196075,-99.77662,-6,1,"37.196075,-99.77662"
"15509",28126,"Newell","NC",35.276794,-80.716495,-5,1,"35.276794,-80.716495"
"15510",36567,"Robertsdale","AL",30.5822,-87.63936,-6,1,"30.5822,-87.63936"
"15511",36831,"Auburn","AL",32.578185,-85.349003,-6,1,"32.578185,-85.349003"
"15512",37374,"Sequatchie","TN",35.19174,-85.64149,-6,1,"35.19174,-85.64149"
"15513",38587,"Walling","TN",35.869657,-85.61165,-6,1,"35.869657,-85.61165"
"15514",40507,"Lexington","KY",38.047408,-84.49627,-5,1,"38.047408,-84.49627"
"15515",54895,"Weyerhaeuser","WI",45.422669,-91.42678,-6,1,"45.422669,-91.42678"
"15516",56080,"Saint Clair","MN",44.080713,-93.85663,-6,1,"44.080713,-93.85663"
"15517",50046,"Cambridge","IA",41.89949,-93.5311,-6,1,"41.89949,-93.5311"
"15518",50625,"Dumont","IA",42.754361,-92.9751,-6,1,"42.754361,-92.9751"
"15519",41825,"Jackhorn","KY",37.215305,-82.70468,-5,1,"37.215305,-82.70468"
"15520",42141,"Glasgow","KY",36.970776,-85.91232,-6,1,"36.970776,-85.91232"
"15521",43449,"Oak Harbor","OH",41.53446,-83.13569,-5,1,"41.53446,-83.13569"
"15522",15955,"Sidman","PA",40.324295,-78.7063,-5,1,"40.324295,-78.7063"
"15523",15958,"Summerhill","PA",40.381332,-78.7433,-5,1,"40.381332,-78.7433"
"15524",22664,"Woodstock","VA",38.881558,-78.51586,-5,1,"38.881558,-78.51586"
"15525",3782,"Sunapee","NH",43.381133,-72.09028,-5,1,"43.381133,-72.09028"
"15526",4002,"Alfred","ME",43.490939,-70.6884,-5,1,"43.490939,-70.6884"
"15527",4544,"East Boothbay","ME",43.832642,-69.58903,-5,1,"43.832642,-69.58903"
"15528",24521,"Amherst","VA",37.616606,-79.08763,-5,1,"37.616606,-79.08763"
"15529",24856,"Leckie","WV",37.343452,-81.40244,-5,1,"37.343452,-81.40244"
"15530",29151,"Sumter","SC",33.899856,-80.37434,-5,1,"33.899856,-80.37434"
"15531",12133,"North Hoosick","NY",42.926121,-73.346409,-5,1,"42.926121,-73.346409"
"15532",12871,"Schuylerville","NY",43.088919,-73.59633,-5,1,"43.088919,-73.59633"
"15533",27932,"Edenton","NC",36.093252,-76.62077,-5,1,"36.093252,-76.62077"
"15534",19098,"Holmes","PA",39.895362,-75.310731,-5,1,"39.895362,-75.310731"
"15535",77507,"Pasadena","TX",29.624686,-95.06111,-6,1,"29.624686,-95.06111"
"15536",83465,"Lemhi","ID",44.817505,-113.67277,-7,1,"44.817505,-113.67277"
"15537",83526,"Ferdinand","ID",46.154136,-116.40471,-8,1,"46.154136,-116.40471"
"15538",65741,"Rockbridge","MO",36.651607,-92.442341,-6,1,"36.651607,-92.442341"
"15539",65778,"Myrtle","MO",36.531635,-91.29933,-6,1,"36.531635,-91.29933"
"15540",16840,"Hawk Run","PA",40.924438,-78.20652,-5,1,"40.924438,-78.20652"
"15541",16921,"Gaines","PA",41.74103,-77.53768,-5,1,"41.74103,-77.53768"
"15542",5764,"Poultney","VT",43.521021,-73.21603,-5,1,"43.521021,-73.21603"
"15543",20001,"Washington","DC",38.907711,-77.01732,-5,1,"38.907711,-77.01732"
"15544",20147,"Ashburn","VA",39.041978,-77.49064,-5,1,"39.041978,-77.49064"
"15545",21780,"Sabillasville","MD",39.677316,-77.47049,-5,1,"39.677316,-77.47049"
"15546",21788,"Thurmont","MD",39.604303,-77.41092,-5,1,"39.604303,-77.41092"
"15547",21863,"Snow Hill","MD",38.193683,-75.41162,-5,1,"38.193683,-75.41162"
"15548",74852,"Macomb","OK",35.123383,-97.00869,-6,1,"35.123383,-97.00869"
"15549",76136,"Fort Worth","TX",32.771419,-97.291484,-6,1,"32.771419,-97.291484"
"15550",76628,"Brandon","TX",32.045029,-96.96601,-6,1,"32.045029,-96.96601"
"15551",95832,"Sacramento","CA",38.464667,-121.49643,-8,1,"38.464667,-121.49643"
"15552",95992,"Yuba City","CA",39.020133,-121.681345,-8,1,"39.020133,-121.681345"
"15553",89117,"Las Vegas","NV",36.140974,-115.28205,-8,1,"36.140974,-115.28205"
"15554",98674,"Woodland","WA",45.928662,-122.70284,-8,1,"45.928662,-122.70284"
"15555",93708,"Fresno","CA",36.746375,-119.639658,-8,1,"36.746375,-119.639658"
"15556",78476,"Corpus Christi","TX",27.777,-97.463213,-6,1,"27.777,-97.463213"
"15557",78516,"Alamo","TX",26.175021,-98.11969,-6,1,"26.175021,-98.11969"
"15558",48476,"Vernon","MI",42.939379,-84.03166,-5,1,"42.939379,-84.03166"
"15559",8807,"Bridgewater","NJ",40.588097,-74.62253,-5,1,"40.588097,-74.62253"
"15560",25880,"Mount Hope","WV",37.88169,-81.19273,-5,1,"37.88169,-81.19273"
"15561",11770,"Ocean Beach","NY",40.643951,-73.16115,-5,1,"40.643951,-73.16115"
"15562",654,"Jobos","PR",17.979518,-66.117219,-4,0,"17.979518,-66.117219"
"15563",2191,"Weymouth","MA",42.242749,-70.94434,-5,1,"42.242749,-70.94434"
"15564",2494,"Needham","MA",42.29813,-71.23154,-5,1,"42.29813,-71.23154"
"15565",27897,"Woodland","NC",36.332552,-77.20441,-5,1,"36.332552,-77.20441"
"15566",28377,"Red Springs","NC",34.828798,-79.21215,-5,1,"34.828798,-79.21215"
"15567",65036,"Gasconade","MO",38.675775,-91.58968,-6,1,"38.675775,-91.58968"
"15568",67745,"McDonald","KS",39.792736,-101.36332,-6,1,"39.792736,-101.36332"
"15569",68847,"Kearney","NE",40.709895,-99.05499,-6,1,"40.709895,-99.05499"
"15570",59633,"Canyon Creek","MT",46.818147,-112.3409,-7,1,"46.818147,-112.3409"
"15571",59634,"Clancy","MT",46.479732,-111.97496,-7,1,"46.479732,-111.97496"
"15572",97469,"Riddle","OR",42.935498,-123.39902,-8,1,"42.935498,-123.39902"
"15573",76449,"Graford","TX",32.908714,-98.35727,-6,1,"32.908714,-98.35727"
"15574",76823,"Bangs","TX",31.714347,-99.14462,-6,1,"31.714347,-99.14462"
"15575",92202,"Indio","CA",33.752886,-116.055617,-8,1,"33.752886,-116.055617"
"15576",95103,"San Jose","CA",37.189396,-121.705327,-8,1,"37.189396,-121.705327"
"15577",81125,"Center","CO",37.773899,-106.08966,-7,1,"37.773899,-106.08966"
"15578",85063,"Phoenix","AZ",33.276539,-112.18717,-7,0,"33.276539,-112.18717"
"15579",64735,"Clinton","MO",38.364214,-93.76042,-6,1,"38.364214,-93.76042"
"15580",66970,"Webber","KS",39.936773,-98.04227,-6,1,"39.936773,-98.04227"
"15581",90270,"Maywood","CA",33.988813,-118.18642,-8,1,"33.988813,-118.18642"
"15582",45734,"Graysville","OH",39.628144,-81.19164,-5,1,"39.628144,-81.19164"
"15583",46124,"Edinburgh","IN",39.366507,-85.9864,-5,0,"39.366507,-85.9864"
"15584",47021,"Friendship","IN",38.966859,-85.1453,-5,0,"38.966859,-85.1453"
"15585",48104,"Ann Arbor","MI",42.266805,-83.72297,-5,1,"42.266805,-83.72297"
"15586",41472,"West Liberty","KY",37.932283,-83.23821,-5,1,"37.932283,-83.23821"
"15587",43571,"Whitehouse","OH",41.517402,-83.81063,-5,1,"41.517402,-83.81063"
"15588",38455,"Elkton","TN",35.05392,-86.895305,-6,1,"35.05392,-86.895305"
"15589",59067,"Rapelje","MT",45.951002,-109.28883,-7,1,"45.951002,-109.28883"
"15590",59411,"Babb","MT",48.871429,-113.43734,-7,1,"48.871429,-113.43734"
"15591",59435,"Ethridge","MT",48.609072,-111.731852,-7,1,"48.609072,-111.731852"
"15592",63601,"Park Hills","MO",37.844197,-90.53,-6,1,"37.844197,-90.53"
"15593",64172,"Kansas City","MO",39.035038,-94.356728,-6,1,"39.035038,-94.356728"
"15594",55906,"Rochester","MN",44.064733,-92.44427,-6,1,"44.064733,-92.44427"
"15595",56231,"Danvers","MN",45.27133,-95.7711,-6,1,"45.27133,-95.7711"
"15596",52036,"Delaware","IA",42.473959,-91.34228,-6,1,"42.473959,-91.34228"
"15597",52774,"Welton","IA",41.907575,-90.59624,-6,1,"41.907575,-90.59624"
"15598",44088,"Unionville","OH",41.783323,-81.003385,-5,1,"41.783323,-81.003385"
"15599",44103,"Cleveland","OH",41.513801,-81.64287,-5,1,"41.513801,-81.64287"
"15600",7505,"Paterson","NJ",40.916165,-74.17129,-5,1,"40.916165,-74.17129"
"15601",17038,"Jonestown","PA",40.434998,-76.51296,-5,1,"40.434998,-76.51296"
"15602",17307,"Biglerville","PA",39.930756,-77.2917,-5,1,"39.930756,-77.2917"
"15603",24459,"Middlebrook","VA",38.042173,-79.28175,-5,1,"38.042173,-79.28175"
"15604",7845,"Ironia","NJ",40.867331,-74.578269,-5,1,"40.867331,-74.578269"
"15605",10804,"Wykagyl","NY",40.946805,-73.78797,-5,1,"40.946805,-73.78797"
"15606",20197,"Waterford","VA",39.191333,-77.63118,-5,1,"39.191333,-77.63118"
"15607",22161,"Springfield","VA",38.807462,-77.219354,-5,1,"38.807462,-77.219354"
"15608",27713,"Durham","NC",35.905765,-78.92113,-5,1,"35.905765,-78.92113"
"15609",27960,"Ocracoke","NC",35.113265,-75.97255,-5,1,"35.113265,-75.97255"
"15610",18244,"Parryville","PA",40.824403,-75.66924,-5,1,"40.824403,-75.66924"
"15611",29433,"Canadys","SC",33.061376,-80.631208,-5,1,"33.061376,-80.631208"
"15612",76457,"Hico","TX",31.944207,-98.02763,-6,1,"31.944207,-98.02763"
"15613",76597,"Gatesville","TX",31.390196,-97.799309,-6,1,"31.390196,-97.799309"
"15614",79360,"Seminole","TX",32.718232,-102.73458,-6,1,"32.718232,-102.73458"
"15615",52160,"New Albin","IA",43.48058,-91.30746,-6,1,"43.48058,-91.30746"
"15616",53179,"Trevor","WI",42.515668,-88.13454,-6,1,"42.515668,-88.13454"
"15617",53203,"Milwaukee","WI",43.037963,-87.91548,-6,1,"43.037963,-87.91548"
"15618",60563,"Naperville","IL",41.794885,-88.16188,-6,1,"41.794885,-88.16188"
"15619",61342,"Mendota","IL",41.543149,-89.10696,-6,1,"41.543149,-89.10696"
"15620",65495,"Dixon","MO",37.995489,-92.101845,-6,1,"37.995489,-92.101845"
